img,cls
D:/Doan/fashion-dataset/images\47917.jpg,images
D:/Doan/fashion-dataset/images\4792.jpg,images
D:/Doan/fashion-dataset/images\47921.jpg,images
D:/Doan/fashion-dataset/images\47927.jpg,images
D:/Doan/fashion-dataset/images\47928.jpg,images
D:/Doan/fashion-dataset/images\4793.jpg,images
D:/Doan/fashion-dataset/images\47930.jpg,images
D:/Doan/fashion-dataset/images\4794.jpg,images
D:/Doan/fashion-dataset/images\47945.jpg,images
D:/Doan/fashion-dataset/images\47946.jpg,images
D:/Doan/fashion-dataset/images\4795.jpg,images
D:/Doan/fashion-dataset/images\47955.jpg,images
D:/Doan/fashion-dataset/images\47956.jpg,images
D:/Doan/fashion-dataset/images\47957.jpg,images
D:/Doan/fashion-dataset/images\4796.jpg,images
D:/Doan/fashion-dataset/images\47961.jpg,images
D:/Doan/fashion-dataset/images\47965.jpg,images
D:/Doan/fashion-dataset/images\4797.jpg,images
D:/Doan/fashion-dataset/images\47977.jpg,images
D:/Doan/fashion-dataset/images\47978.jpg,images
D:/Doan/fashion-dataset/images\4798.jpg,images
D:/Doan/fashion-dataset/images\47989.jpg,images
D:/Doan/fashion-dataset/images\4799.jpg,images
D:/Doan/fashion-dataset/images\47991.jpg,images
D:/Doan/fashion-dataset/images\47992.jpg,images
D:/Doan/fashion-dataset/images\47993.jpg,images
D:/Doan/fashion-dataset/images\47994.jpg,images
D:/Doan/fashion-dataset/images\47995.jpg,images
D:/Doan/fashion-dataset/images\4800.jpg,images
D:/Doan/fashion-dataset/images\48004.jpg,images
D:/Doan/fashion-dataset/images\48005.jpg,images
D:/Doan/fashion-dataset/images\48006.jpg,images
D:/Doan/fashion-dataset/images\48007.jpg,images
D:/Doan/fashion-dataset/images\48009.jpg,images
D:/Doan/fashion-dataset/images\4801.jpg,images
D:/Doan/fashion-dataset/images\48010.jpg,images
D:/Doan/fashion-dataset/images\48014.jpg,images
D:/Doan/fashion-dataset/images\48015.jpg,images
D:/Doan/fashion-dataset/images\48016.jpg,images
D:/Doan/fashion-dataset/images\48017.jpg,images
D:/Doan/fashion-dataset/images\4802.jpg,images
D:/Doan/fashion-dataset/images\48021.jpg,images
D:/Doan/fashion-dataset/images\48022.jpg,images
D:/Doan/fashion-dataset/images\48023.jpg,images
D:/Doan/fashion-dataset/images\48024.jpg,images
D:/Doan/fashion-dataset/images\48025.jpg,images
D:/Doan/fashion-dataset/images\48026.jpg,images
D:/Doan/fashion-dataset/images\48027.jpg,images
D:/Doan/fashion-dataset/images\48028.jpg,images
D:/Doan/fashion-dataset/images\4803.jpg,images
D:/Doan/fashion-dataset/images\48030.jpg,images
D:/Doan/fashion-dataset/images\48031.jpg,images
D:/Doan/fashion-dataset/images\48032.jpg,images
D:/Doan/fashion-dataset/images\48033.jpg,images
D:/Doan/fashion-dataset/images\48035.jpg,images
D:/Doan/fashion-dataset/images\48036.jpg,images
D:/Doan/fashion-dataset/images\48037.jpg,images
D:/Doan/fashion-dataset/images\48038.jpg,images
D:/Doan/fashion-dataset/images\48039.jpg,images
D:/Doan/fashion-dataset/images\4804.jpg,images
D:/Doan/fashion-dataset/images\48042.jpg,images
D:/Doan/fashion-dataset/images\48046.jpg,images
D:/Doan/fashion-dataset/images\4805.jpg,images
D:/Doan/fashion-dataset/images\4806.jpg,images
D:/Doan/fashion-dataset/images\48062.jpg,images
D:/Doan/fashion-dataset/images\48063.jpg,images
D:/Doan/fashion-dataset/images\48064.jpg,images
D:/Doan/fashion-dataset/images\48065.jpg,images
D:/Doan/fashion-dataset/images\48066.jpg,images
D:/Doan/fashion-dataset/images\48067.jpg,images
D:/Doan/fashion-dataset/images\48068.jpg,images
D:/Doan/fashion-dataset/images\48069.jpg,images
D:/Doan/fashion-dataset/images\4807.jpg,images
D:/Doan/fashion-dataset/images\48070.jpg,images
D:/Doan/fashion-dataset/images\48071.jpg,images
D:/Doan/fashion-dataset/images\48072.jpg,images
D:/Doan/fashion-dataset/images\48073.jpg,images
D:/Doan/fashion-dataset/images\48074.jpg,images
D:/Doan/fashion-dataset/images\48075.jpg,images
D:/Doan/fashion-dataset/images\48076.jpg,images
D:/Doan/fashion-dataset/images\48077.jpg,images
D:/Doan/fashion-dataset/images\48078.jpg,images
D:/Doan/fashion-dataset/images\48079.jpg,images
D:/Doan/fashion-dataset/images\4808.jpg,images
D:/Doan/fashion-dataset/images\48080.jpg,images
D:/Doan/fashion-dataset/images\48081.jpg,images
D:/Doan/fashion-dataset/images\48082.jpg,images
D:/Doan/fashion-dataset/images\48083.jpg,images
D:/Doan/fashion-dataset/images\48084.jpg,images
D:/Doan/fashion-dataset/images\48085.jpg,images
D:/Doan/fashion-dataset/images\48086.jpg,images
D:/Doan/fashion-dataset/images\48088.jpg,images
D:/Doan/fashion-dataset/images\48089.jpg,images
D:/Doan/fashion-dataset/images\4809.jpg,images
D:/Doan/fashion-dataset/images\48090.jpg,images
D:/Doan/fashion-dataset/images\48091.jpg,images
D:/Doan/fashion-dataset/images\48092.jpg,images
D:/Doan/fashion-dataset/images\48093.jpg,images
D:/Doan/fashion-dataset/images\48094.jpg,images
D:/Doan/fashion-dataset/images\48095.jpg,images
D:/Doan/fashion-dataset/images\48097.jpg,images
D:/Doan/fashion-dataset/images\48098.jpg,images
D:/Doan/fashion-dataset/images\48099.jpg,images
D:/Doan/fashion-dataset/images\4810.jpg,images
D:/Doan/fashion-dataset/images\48100.jpg,images
D:/Doan/fashion-dataset/images\48101.jpg,images
D:/Doan/fashion-dataset/images\48102.jpg,images
D:/Doan/fashion-dataset/images\48103.jpg,images
D:/Doan/fashion-dataset/images\48104.jpg,images
D:/Doan/fashion-dataset/images\48106.jpg,images
D:/Doan/fashion-dataset/images\48107.jpg,images
D:/Doan/fashion-dataset/images\48108.jpg,images
D:/Doan/fashion-dataset/images\48109.jpg,images
D:/Doan/fashion-dataset/images\4811.jpg,images
D:/Doan/fashion-dataset/images\48110.jpg,images
D:/Doan/fashion-dataset/images\48111.jpg,images
D:/Doan/fashion-dataset/images\48112.jpg,images
D:/Doan/fashion-dataset/images\48113.jpg,images
D:/Doan/fashion-dataset/images\48114.jpg,images
D:/Doan/fashion-dataset/images\48115.jpg,images
D:/Doan/fashion-dataset/images\48116.jpg,images
D:/Doan/fashion-dataset/images\48117.jpg,images
D:/Doan/fashion-dataset/images\48118.jpg,images
D:/Doan/fashion-dataset/images\48119.jpg,images
D:/Doan/fashion-dataset/images\4812.jpg,images
D:/Doan/fashion-dataset/images\48120.jpg,images
D:/Doan/fashion-dataset/images\48121.jpg,images
D:/Doan/fashion-dataset/images\48122.jpg,images
D:/Doan/fashion-dataset/images\48123.jpg,images
D:/Doan/fashion-dataset/images\48124.jpg,images
D:/Doan/fashion-dataset/images\48125.jpg,images
D:/Doan/fashion-dataset/images\48126.jpg,images
D:/Doan/fashion-dataset/images\48127.jpg,images
D:/Doan/fashion-dataset/images\48128.jpg,images
D:/Doan/fashion-dataset/images\48129.jpg,images
D:/Doan/fashion-dataset/images\4813.jpg,images
D:/Doan/fashion-dataset/images\48130.jpg,images
D:/Doan/fashion-dataset/images\48131.jpg,images
D:/Doan/fashion-dataset/images\48132.jpg,images
D:/Doan/fashion-dataset/images\48133.jpg,images
D:/Doan/fashion-dataset/images\48135.jpg,images
D:/Doan/fashion-dataset/images\48136.jpg,images
D:/Doan/fashion-dataset/images\48137.jpg,images
D:/Doan/fashion-dataset/images\48138.jpg,images
D:/Doan/fashion-dataset/images\48139.jpg,images
D:/Doan/fashion-dataset/images\4814.jpg,images
D:/Doan/fashion-dataset/images\48140.jpg,images
D:/Doan/fashion-dataset/images\48141.jpg,images
D:/Doan/fashion-dataset/images\48142.jpg,images
D:/Doan/fashion-dataset/images\48143.jpg,images
D:/Doan/fashion-dataset/images\48144.jpg,images
D:/Doan/fashion-dataset/images\48145.jpg,images
D:/Doan/fashion-dataset/images\48146.jpg,images
D:/Doan/fashion-dataset/images\48147.jpg,images
D:/Doan/fashion-dataset/images\48148.jpg,images
D:/Doan/fashion-dataset/images\48149.jpg,images
D:/Doan/fashion-dataset/images\4815.jpg,images
D:/Doan/fashion-dataset/images\48150.jpg,images
D:/Doan/fashion-dataset/images\48151.jpg,images
D:/Doan/fashion-dataset/images\48152.jpg,images
D:/Doan/fashion-dataset/images\48153.jpg,images
D:/Doan/fashion-dataset/images\48154.jpg,images
D:/Doan/fashion-dataset/images\48155.jpg,images
D:/Doan/fashion-dataset/images\48156.jpg,images
D:/Doan/fashion-dataset/images\48157.jpg,images
D:/Doan/fashion-dataset/images\48158.jpg,images
D:/Doan/fashion-dataset/images\48159.jpg,images
D:/Doan/fashion-dataset/images\4816.jpg,images
D:/Doan/fashion-dataset/images\48160.jpg,images
D:/Doan/fashion-dataset/images\48161.jpg,images
D:/Doan/fashion-dataset/images\48162.jpg,images
D:/Doan/fashion-dataset/images\48163.jpg,images
D:/Doan/fashion-dataset/images\48164.jpg,images
D:/Doan/fashion-dataset/images\48165.jpg,images
D:/Doan/fashion-dataset/images\48166.jpg,images
D:/Doan/fashion-dataset/images\48167.jpg,images
D:/Doan/fashion-dataset/images\48168.jpg,images
D:/Doan/fashion-dataset/images\48169.jpg,images
D:/Doan/fashion-dataset/images\4817.jpg,images
D:/Doan/fashion-dataset/images\48170.jpg,images
D:/Doan/fashion-dataset/images\48171.jpg,images
D:/Doan/fashion-dataset/images\48172.jpg,images
D:/Doan/fashion-dataset/images\48173.jpg,images
D:/Doan/fashion-dataset/images\48174.jpg,images
D:/Doan/fashion-dataset/images\48175.jpg,images
D:/Doan/fashion-dataset/images\48177.jpg,images
D:/Doan/fashion-dataset/images\48178.jpg,images
D:/Doan/fashion-dataset/images\48179.jpg,images
D:/Doan/fashion-dataset/images\4818.jpg,images
D:/Doan/fashion-dataset/images\48180.jpg,images
D:/Doan/fashion-dataset/images\48181.jpg,images
D:/Doan/fashion-dataset/images\48182.jpg,images
D:/Doan/fashion-dataset/images\48183.jpg,images
D:/Doan/fashion-dataset/images\48184.jpg,images
D:/Doan/fashion-dataset/images\48185.jpg,images
D:/Doan/fashion-dataset/images\48186.jpg,images
D:/Doan/fashion-dataset/images\48187.jpg,images
D:/Doan/fashion-dataset/images\48188.jpg,images
D:/Doan/fashion-dataset/images\48189.jpg,images
D:/Doan/fashion-dataset/images\4819.jpg,images
D:/Doan/fashion-dataset/images\48190.jpg,images
D:/Doan/fashion-dataset/images\48191.jpg,images
D:/Doan/fashion-dataset/images\48192.jpg,images
D:/Doan/fashion-dataset/images\48193.jpg,images
D:/Doan/fashion-dataset/images\48194.jpg,images
D:/Doan/fashion-dataset/images\48195.jpg,images
D:/Doan/fashion-dataset/images\48196.jpg,images
D:/Doan/fashion-dataset/images\48197.jpg,images
D:/Doan/fashion-dataset/images\48198.jpg,images
D:/Doan/fashion-dataset/images\48199.jpg,images
D:/Doan/fashion-dataset/images\48200.jpg,images
D:/Doan/fashion-dataset/images\48201.jpg,images
D:/Doan/fashion-dataset/images\48202.jpg,images
D:/Doan/fashion-dataset/images\48203.jpg,images
D:/Doan/fashion-dataset/images\48204.jpg,images
D:/Doan/fashion-dataset/images\48206.jpg,images
D:/Doan/fashion-dataset/images\48207.jpg,images
D:/Doan/fashion-dataset/images\48208.jpg,images
D:/Doan/fashion-dataset/images\48209.jpg,images
D:/Doan/fashion-dataset/images\48210.jpg,images
D:/Doan/fashion-dataset/images\48211.jpg,images
D:/Doan/fashion-dataset/images\48212.jpg,images
D:/Doan/fashion-dataset/images\48213.jpg,images
D:/Doan/fashion-dataset/images\48214.jpg,images
D:/Doan/fashion-dataset/images\48215.jpg,images
D:/Doan/fashion-dataset/images\48216.jpg,images
D:/Doan/fashion-dataset/images\48217.jpg,images
D:/Doan/fashion-dataset/images\48218.jpg,images
D:/Doan/fashion-dataset/images\48219.jpg,images
D:/Doan/fashion-dataset/images\48220.jpg,images
D:/Doan/fashion-dataset/images\48221.jpg,images
D:/Doan/fashion-dataset/images\48222.jpg,images
D:/Doan/fashion-dataset/images\48223.jpg,images
D:/Doan/fashion-dataset/images\48224.jpg,images
D:/Doan/fashion-dataset/images\48225.jpg,images
D:/Doan/fashion-dataset/images\48226.jpg,images
D:/Doan/fashion-dataset/images\48227.jpg,images
D:/Doan/fashion-dataset/images\48228.jpg,images
D:/Doan/fashion-dataset/images\48229.jpg,images
D:/Doan/fashion-dataset/images\48230.jpg,images
D:/Doan/fashion-dataset/images\48231.jpg,images
D:/Doan/fashion-dataset/images\48232.jpg,images
D:/Doan/fashion-dataset/images\48233.jpg,images
D:/Doan/fashion-dataset/images\48235.jpg,images
D:/Doan/fashion-dataset/images\48236.jpg,images
D:/Doan/fashion-dataset/images\48237.jpg,images
D:/Doan/fashion-dataset/images\48238.jpg,images
D:/Doan/fashion-dataset/images\48239.jpg,images
D:/Doan/fashion-dataset/images\48240.jpg,images
D:/Doan/fashion-dataset/images\48241.jpg,images
D:/Doan/fashion-dataset/images\48242.jpg,images
D:/Doan/fashion-dataset/images\48243.jpg,images
D:/Doan/fashion-dataset/images\48244.jpg,images
D:/Doan/fashion-dataset/images\48245.jpg,images
D:/Doan/fashion-dataset/images\48246.jpg,images
D:/Doan/fashion-dataset/images\48247.jpg,images
D:/Doan/fashion-dataset/images\48248.jpg,images
D:/Doan/fashion-dataset/images\4825.jpg,images
D:/Doan/fashion-dataset/images\48250.jpg,images
D:/Doan/fashion-dataset/images\48251.jpg,images
D:/Doan/fashion-dataset/images\48252.jpg,images
D:/Doan/fashion-dataset/images\48253.jpg,images
D:/Doan/fashion-dataset/images\48254.jpg,images
D:/Doan/fashion-dataset/images\48256.jpg,images
D:/Doan/fashion-dataset/images\48257.jpg,images
D:/Doan/fashion-dataset/images\48258.jpg,images
D:/Doan/fashion-dataset/images\48259.jpg,images
D:/Doan/fashion-dataset/images\4826.jpg,images
D:/Doan/fashion-dataset/images\4827.jpg,images
D:/Doan/fashion-dataset/images\4828.jpg,images
D:/Doan/fashion-dataset/images\4829.jpg,images
D:/Doan/fashion-dataset/images\4830.jpg,images
D:/Doan/fashion-dataset/images\4831.jpg,images
D:/Doan/fashion-dataset/images\48311.jpg,images
D:/Doan/fashion-dataset/images\48313.jpg,images
D:/Doan/fashion-dataset/images\48318.jpg,images
D:/Doan/fashion-dataset/images\48319.jpg,images
D:/Doan/fashion-dataset/images\4832.jpg,images
D:/Doan/fashion-dataset/images\48320.jpg,images
D:/Doan/fashion-dataset/images\48326.jpg,images
D:/Doan/fashion-dataset/images\48327.jpg,images
D:/Doan/fashion-dataset/images\48328.jpg,images
D:/Doan/fashion-dataset/images\48329.jpg,images
D:/Doan/fashion-dataset/images\4833.jpg,images
D:/Doan/fashion-dataset/images\48330.jpg,images
D:/Doan/fashion-dataset/images\48331.jpg,images
D:/Doan/fashion-dataset/images\48332.jpg,images
D:/Doan/fashion-dataset/images\48333.jpg,images
D:/Doan/fashion-dataset/images\48335.jpg,images
D:/Doan/fashion-dataset/images\48336.jpg,images
D:/Doan/fashion-dataset/images\48337.jpg,images
D:/Doan/fashion-dataset/images\48338.jpg,images
D:/Doan/fashion-dataset/images\4834.jpg,images
D:/Doan/fashion-dataset/images\48340.jpg,images
D:/Doan/fashion-dataset/images\48341.jpg,images
D:/Doan/fashion-dataset/images\48342.jpg,images
D:/Doan/fashion-dataset/images\48343.jpg,images
D:/Doan/fashion-dataset/images\48344.jpg,images
D:/Doan/fashion-dataset/images\48345.jpg,images
D:/Doan/fashion-dataset/images\48346.jpg,images
D:/Doan/fashion-dataset/images\48347.jpg,images
D:/Doan/fashion-dataset/images\48348.jpg,images
D:/Doan/fashion-dataset/images\48349.jpg,images
D:/Doan/fashion-dataset/images\4835.jpg,images
D:/Doan/fashion-dataset/images\48352.jpg,images
D:/Doan/fashion-dataset/images\48355.jpg,images
D:/Doan/fashion-dataset/images\48357.jpg,images
D:/Doan/fashion-dataset/images\48359.jpg,images
D:/Doan/fashion-dataset/images\4836.jpg,images
D:/Doan/fashion-dataset/images\48360.jpg,images
D:/Doan/fashion-dataset/images\48361.jpg,images
D:/Doan/fashion-dataset/images\48362.jpg,images
D:/Doan/fashion-dataset/images\48363.jpg,images
D:/Doan/fashion-dataset/images\48365.jpg,images
D:/Doan/fashion-dataset/images\48367.jpg,images
D:/Doan/fashion-dataset/images\48368.jpg,images
D:/Doan/fashion-dataset/images\48369.jpg,images
D:/Doan/fashion-dataset/images\4837.jpg,images
D:/Doan/fashion-dataset/images\48370.jpg,images
D:/Doan/fashion-dataset/images\48371.jpg,images
D:/Doan/fashion-dataset/images\48372.jpg,images
D:/Doan/fashion-dataset/images\48373.jpg,images
D:/Doan/fashion-dataset/images\48374.jpg,images
D:/Doan/fashion-dataset/images\48375.jpg,images
D:/Doan/fashion-dataset/images\48376.jpg,images
D:/Doan/fashion-dataset/images\48378.jpg,images
D:/Doan/fashion-dataset/images\4838.jpg,images
D:/Doan/fashion-dataset/images\48380.jpg,images
D:/Doan/fashion-dataset/images\48382.jpg,images
D:/Doan/fashion-dataset/images\48383.jpg,images
D:/Doan/fashion-dataset/images\48384.jpg,images
D:/Doan/fashion-dataset/images\48385.jpg,images
D:/Doan/fashion-dataset/images\48386.jpg,images
D:/Doan/fashion-dataset/images\48387.jpg,images
D:/Doan/fashion-dataset/images\48388.jpg,images
D:/Doan/fashion-dataset/images\4839.jpg,images
D:/Doan/fashion-dataset/images\48391.jpg,images
D:/Doan/fashion-dataset/images\48392.jpg,images
D:/Doan/fashion-dataset/images\48393.jpg,images
D:/Doan/fashion-dataset/images\48394.jpg,images
D:/Doan/fashion-dataset/images\48395.jpg,images
D:/Doan/fashion-dataset/images\48397.jpg,images
D:/Doan/fashion-dataset/images\48398.jpg,images
D:/Doan/fashion-dataset/images\48399.jpg,images
D:/Doan/fashion-dataset/images\4840.jpg,images
D:/Doan/fashion-dataset/images\48400.jpg,images
D:/Doan/fashion-dataset/images\48401.jpg,images
D:/Doan/fashion-dataset/images\48402.jpg,images
D:/Doan/fashion-dataset/images\48403.jpg,images
D:/Doan/fashion-dataset/images\48404.jpg,images
D:/Doan/fashion-dataset/images\48405.jpg,images
D:/Doan/fashion-dataset/images\48406.jpg,images
D:/Doan/fashion-dataset/images\48407.jpg,images
D:/Doan/fashion-dataset/images\48408.jpg,images
D:/Doan/fashion-dataset/images\48409.jpg,images
D:/Doan/fashion-dataset/images\4841.jpg,images
D:/Doan/fashion-dataset/images\48410.jpg,images
D:/Doan/fashion-dataset/images\48411.jpg,images
D:/Doan/fashion-dataset/images\48412.jpg,images
D:/Doan/fashion-dataset/images\48414.jpg,images
D:/Doan/fashion-dataset/images\48415.jpg,images
D:/Doan/fashion-dataset/images\48416.jpg,images
D:/Doan/fashion-dataset/images\48417.jpg,images
D:/Doan/fashion-dataset/images\48418.jpg,images
D:/Doan/fashion-dataset/images\48419.jpg,images
D:/Doan/fashion-dataset/images\4842.jpg,images
D:/Doan/fashion-dataset/images\48420.jpg,images
D:/Doan/fashion-dataset/images\48421.jpg,images
D:/Doan/fashion-dataset/images\48422.jpg,images
D:/Doan/fashion-dataset/images\48423.jpg,images
D:/Doan/fashion-dataset/images\48424.jpg,images
D:/Doan/fashion-dataset/images\48426.jpg,images
D:/Doan/fashion-dataset/images\48427.jpg,images
D:/Doan/fashion-dataset/images\48428.jpg,images
D:/Doan/fashion-dataset/images\48429.jpg,images
D:/Doan/fashion-dataset/images\4843.jpg,images
D:/Doan/fashion-dataset/images\48430.jpg,images
D:/Doan/fashion-dataset/images\48431.jpg,images
D:/Doan/fashion-dataset/images\48432.jpg,images
D:/Doan/fashion-dataset/images\48433.jpg,images
D:/Doan/fashion-dataset/images\48434.jpg,images
D:/Doan/fashion-dataset/images\48435.jpg,images
D:/Doan/fashion-dataset/images\48436.jpg,images
D:/Doan/fashion-dataset/images\48437.jpg,images
D:/Doan/fashion-dataset/images\48438.jpg,images
D:/Doan/fashion-dataset/images\48439.jpg,images
D:/Doan/fashion-dataset/images\4844.jpg,images
D:/Doan/fashion-dataset/images\48440.jpg,images
D:/Doan/fashion-dataset/images\48441.jpg,images
D:/Doan/fashion-dataset/images\48442.jpg,images
D:/Doan/fashion-dataset/images\48443.jpg,images
D:/Doan/fashion-dataset/images\48444.jpg,images
D:/Doan/fashion-dataset/images\48445.jpg,images
D:/Doan/fashion-dataset/images\48447.jpg,images
D:/Doan/fashion-dataset/images\48448.jpg,images
D:/Doan/fashion-dataset/images\48449.jpg,images
D:/Doan/fashion-dataset/images\4845.jpg,images
D:/Doan/fashion-dataset/images\48450.jpg,images
D:/Doan/fashion-dataset/images\48451.jpg,images
D:/Doan/fashion-dataset/images\48452.jpg,images
D:/Doan/fashion-dataset/images\48453.jpg,images
D:/Doan/fashion-dataset/images\48454.jpg,images
D:/Doan/fashion-dataset/images\48455.jpg,images
D:/Doan/fashion-dataset/images\48456.jpg,images
D:/Doan/fashion-dataset/images\48457.jpg,images
D:/Doan/fashion-dataset/images\48458.jpg,images
D:/Doan/fashion-dataset/images\48459.jpg,images
D:/Doan/fashion-dataset/images\4846.jpg,images
D:/Doan/fashion-dataset/images\48460.jpg,images
D:/Doan/fashion-dataset/images\48462.jpg,images
D:/Doan/fashion-dataset/images\48463.jpg,images
D:/Doan/fashion-dataset/images\48464.jpg,images
D:/Doan/fashion-dataset/images\48465.jpg,images
D:/Doan/fashion-dataset/images\48466.jpg,images
D:/Doan/fashion-dataset/images\48467.jpg,images
D:/Doan/fashion-dataset/images\48468.jpg,images
D:/Doan/fashion-dataset/images\48469.jpg,images
D:/Doan/fashion-dataset/images\4847.jpg,images
D:/Doan/fashion-dataset/images\48470.jpg,images
D:/Doan/fashion-dataset/images\48471.jpg,images
D:/Doan/fashion-dataset/images\48472.jpg,images
D:/Doan/fashion-dataset/images\48473.jpg,images
D:/Doan/fashion-dataset/images\48474.jpg,images
D:/Doan/fashion-dataset/images\48475.jpg,images
D:/Doan/fashion-dataset/images\48476.jpg,images
D:/Doan/fashion-dataset/images\48477.jpg,images
D:/Doan/fashion-dataset/images\48478.jpg,images
D:/Doan/fashion-dataset/images\48479.jpg,images
D:/Doan/fashion-dataset/images\4848.jpg,images
D:/Doan/fashion-dataset/images\48480.jpg,images
D:/Doan/fashion-dataset/images\48481.jpg,images
D:/Doan/fashion-dataset/images\48482.jpg,images
D:/Doan/fashion-dataset/images\48483.jpg,images
D:/Doan/fashion-dataset/images\48484.jpg,images
D:/Doan/fashion-dataset/images\48485.jpg,images
D:/Doan/fashion-dataset/images\48486.jpg,images
D:/Doan/fashion-dataset/images\48487.jpg,images
D:/Doan/fashion-dataset/images\48488.jpg,images
D:/Doan/fashion-dataset/images\48489.jpg,images
D:/Doan/fashion-dataset/images\4849.jpg,images
D:/Doan/fashion-dataset/images\48490.jpg,images
D:/Doan/fashion-dataset/images\48491.jpg,images
D:/Doan/fashion-dataset/images\48492.jpg,images
D:/Doan/fashion-dataset/images\48493.jpg,images
D:/Doan/fashion-dataset/images\48494.jpg,images
D:/Doan/fashion-dataset/images\48495.jpg,images
D:/Doan/fashion-dataset/images\48496.jpg,images
D:/Doan/fashion-dataset/images\48497.jpg,images
D:/Doan/fashion-dataset/images\48498.jpg,images
D:/Doan/fashion-dataset/images\48499.jpg,images
D:/Doan/fashion-dataset/images\4850.jpg,images
D:/Doan/fashion-dataset/images\48500.jpg,images
D:/Doan/fashion-dataset/images\48501.jpg,images
D:/Doan/fashion-dataset/images\48502.jpg,images
D:/Doan/fashion-dataset/images\48503.jpg,images
D:/Doan/fashion-dataset/images\48504.jpg,images
D:/Doan/fashion-dataset/images\48505.jpg,images
D:/Doan/fashion-dataset/images\48506.jpg,images
D:/Doan/fashion-dataset/images\48507.jpg,images
D:/Doan/fashion-dataset/images\48508.jpg,images
D:/Doan/fashion-dataset/images\48509.jpg,images
D:/Doan/fashion-dataset/images\4851.jpg,images
D:/Doan/fashion-dataset/images\48510.jpg,images
D:/Doan/fashion-dataset/images\48511.jpg,images
D:/Doan/fashion-dataset/images\48512.jpg,images
D:/Doan/fashion-dataset/images\48513.jpg,images
D:/Doan/fashion-dataset/images\48514.jpg,images
D:/Doan/fashion-dataset/images\48515.jpg,images
D:/Doan/fashion-dataset/images\48516.jpg,images
D:/Doan/fashion-dataset/images\48517.jpg,images
D:/Doan/fashion-dataset/images\48518.jpg,images
D:/Doan/fashion-dataset/images\48519.jpg,images
D:/Doan/fashion-dataset/images\4852.jpg,images
D:/Doan/fashion-dataset/images\48520.jpg,images
D:/Doan/fashion-dataset/images\48521.jpg,images
D:/Doan/fashion-dataset/images\48522.jpg,images
D:/Doan/fashion-dataset/images\48523.jpg,images
D:/Doan/fashion-dataset/images\48524.jpg,images
D:/Doan/fashion-dataset/images\48525.jpg,images
D:/Doan/fashion-dataset/images\48526.jpg,images
D:/Doan/fashion-dataset/images\48527.jpg,images
D:/Doan/fashion-dataset/images\48528.jpg,images
D:/Doan/fashion-dataset/images\48529.jpg,images
D:/Doan/fashion-dataset/images\4853.jpg,images
D:/Doan/fashion-dataset/images\48530.jpg,images
D:/Doan/fashion-dataset/images\48531.jpg,images
D:/Doan/fashion-dataset/images\48532.jpg,images
D:/Doan/fashion-dataset/images\48533.jpg,images
D:/Doan/fashion-dataset/images\48535.jpg,images
D:/Doan/fashion-dataset/images\48536.jpg,images
D:/Doan/fashion-dataset/images\48537.jpg,images
D:/Doan/fashion-dataset/images\48539.jpg,images
D:/Doan/fashion-dataset/images\4854.jpg,images
D:/Doan/fashion-dataset/images\48541.jpg,images
D:/Doan/fashion-dataset/images\48544.jpg,images
D:/Doan/fashion-dataset/images\48548.jpg,images
D:/Doan/fashion-dataset/images\48549.jpg,images
D:/Doan/fashion-dataset/images\4855.jpg,images
D:/Doan/fashion-dataset/images\48551.jpg,images
D:/Doan/fashion-dataset/images\48552.jpg,images
D:/Doan/fashion-dataset/images\48556.jpg,images
D:/Doan/fashion-dataset/images\48557.jpg,images
D:/Doan/fashion-dataset/images\48558.jpg,images
D:/Doan/fashion-dataset/images\48559.jpg,images
D:/Doan/fashion-dataset/images\4856.jpg,images
D:/Doan/fashion-dataset/images\48560.jpg,images
D:/Doan/fashion-dataset/images\48561.jpg,images
D:/Doan/fashion-dataset/images\48562.jpg,images
D:/Doan/fashion-dataset/images\48563.jpg,images
D:/Doan/fashion-dataset/images\48564.jpg,images
D:/Doan/fashion-dataset/images\48566.jpg,images
D:/Doan/fashion-dataset/images\48568.jpg,images
D:/Doan/fashion-dataset/images\48569.jpg,images
D:/Doan/fashion-dataset/images\4857.jpg,images
D:/Doan/fashion-dataset/images\48570.jpg,images
D:/Doan/fashion-dataset/images\48572.jpg,images
D:/Doan/fashion-dataset/images\48573.jpg,images
D:/Doan/fashion-dataset/images\48575.jpg,images
D:/Doan/fashion-dataset/images\48576.jpg,images
D:/Doan/fashion-dataset/images\48577.jpg,images
D:/Doan/fashion-dataset/images\48578.jpg,images
D:/Doan/fashion-dataset/images\48579.jpg,images
D:/Doan/fashion-dataset/images\4858.jpg,images
D:/Doan/fashion-dataset/images\48580.jpg,images
D:/Doan/fashion-dataset/images\48581.jpg,images
D:/Doan/fashion-dataset/images\48582.jpg,images
D:/Doan/fashion-dataset/images\48583.jpg,images
D:/Doan/fashion-dataset/images\48584.jpg,images
D:/Doan/fashion-dataset/images\48585.jpg,images
D:/Doan/fashion-dataset/images\48587.jpg,images
D:/Doan/fashion-dataset/images\48588.jpg,images
D:/Doan/fashion-dataset/images\48589.jpg,images
D:/Doan/fashion-dataset/images\4859.jpg,images
D:/Doan/fashion-dataset/images\48590.jpg,images
D:/Doan/fashion-dataset/images\48591.jpg,images
D:/Doan/fashion-dataset/images\48592.jpg,images
D:/Doan/fashion-dataset/images\48593.jpg,images
D:/Doan/fashion-dataset/images\48594.jpg,images
